     DATE        TIME   ,  Infosys,Wipro,TATA MOTORS,BAJAJ FINANCE,BANK OF INDIA,BIRLA,BOSCH,HDFC
2021-01-27 13:24:47.467536,1316.01,450.06,270.12,4863.5,50.04,719.31,385.98,15781.48,1447.91
2021-01-27 13:24:58.417576,1316.01,450.06,270.12,4863.5,50.04,719.31,385.98,15781.48,1447.87
2021-01-27 13:25:09.431251,1316.01,450.06,270.12,4863.5,50.04,719.31,385.98,15781.48,1447.87
2021-01-27 13:25:20.688297,1316.0,450.06,270.12,4863.5,50.04,719.31,385.98,15781.48,1447.87
2021-01-27 13:25:31.797785,1316.0,450.06,270.12,4863.5,50.04,719.31,385.98,15781.48,1447.87
2021-01-27 13:25:42.664778,1315.99,450.06,270.12,4863.5,50.04,719.31,385.98,15781.48,1447.87
2021-01-27 13:25:53.516061,1315.99,450.06,270.12,4863.5,50.04,719.32,385.98,15781.48,1447.87
2021-01-27 13:26:04.531649,1315.99,450.06,270.12,4863.42,50.04,719.32,385.98,15781.48,1447.85
2021-01-27 13:26:15.552719,1315.99,450.06,270.12,4863.42,50.04,719.32,385.98,15781.48,1447.87
2021-01-27 13:26:26.531068,1316.0,450.06,270.12,4863.42,50.04,719.32,385.98,15781.48,1447.87
2021-01-27 13:26:37.389014,1316.0,450.06,270.12,4863.42,50.04,719.32,385.98,15781.46,1447.87
2021-01-27 13:26:48.345078,1316.0,450.06,270.12,4863.42,50.04,719.32,385.98,15781.46,1447.87
2021-01-27 13:26:59.593828,1316.0,450.06,270.12,4863.42,50.04,719.32,385.98,15781.46,1447.82
2021-01-27 13:27:10.483849,1315.99,450.06,270.12,4863.42,50.04,719.32,385.98,15781.46,1447.82
2021-01-27 13:27:21.682661,1315.98,450.06,270.12,4863.42,50.04,719.32,385.98,15781.46,1447.82
2021-01-27 13:27:32.523239,1315.98,450.06,270.12,4863.42,50.04,719.32,385.98,15781.46,1447.82
2021-01-27 13:27:43.725366,1315.98,450.06,270.12,4863.42,50.04,719.32,385.98,15781.46,1447.82
2021-01-27 13:27:54.715805,1315.98,450.06,270.12,4863.37,50.04,719.32,385.98,15781.46,1447.82
2021-01-27 13:28:05.752625,1315.98,450.06,270.12,4863.38,50.04,719.32,385.98,15781.46,1447.82
2021-01-27 13:28:16.639257,1315.98,450.06,270.12,4863.38,50.04,719.32,385.98,15781.46,1447.82
2021-01-27 13:28:27.661395,1315.98,450.06,270.12,4863.38,50.04,719.32,385.98,15781.46,1447.82
2021-01-27 13:28:38.519244,1315.98,450.06,270.12,4863.38,50.04,719.32,385.98,15781.47,1447.82
2021-01-27 13:28:49.503788,1315.98,450.06,270.12,4863.38,50.04,719.32,385.98,15781.47,1447.74
2021-01-27 13:29:00.361784,1315.98,450.06,270.12,4863.38,50.04,719.32,385.98,15781.47,1447.74
2021-01-27 13:29:11.472484,1315.92,450.06,270.12,4863.38,50.04,719.32,385.98,15781.47,1447.74
2021-01-27 13:29:22.279681,1315.92,450.06,270.12,4863.38,50.04,719.32,385.98,15781.47,1447.74
2021-01-27 13:29:33.239368,1315.92,450.06,270.12,4863.35,50.04,719.32,385.98,15781.47,1447.74
2021-01-27 13:29:44.116895,1315.92,450.06,270.12,4863.35,50.04,719.32,385.98,15781.47,1447.74
2021-01-27 13:29:55.077315,1315.92,450.06,270.12,4863.35,50.04,719.32,385.98,15781.47,1447.74
2021-01-27 13:30:06.188846,1315.92,450.06,270.12,4863.35,50.04,719.32,385.98,15781.47,1447.74
2021-01-27 13:30:17.149115,1315.92,450.06,270.12,4863.35,50.04,719.32,385.98,15781.47,1447.74
2021-01-27 13:30:28.090804,1315.92,450.06,270.12,4863.34,50.04,719.33,385.98,15781.47,1447.76
2021-01-27 13:30:39.101475,1315.92,450.06,270.12,4863.34,50.04,719.33,385.98,15781.47,1447.76
2021-01-27 13:30:50.088594,1315.92,450.06,270.12,4863.34,50.04,719.33,385.97,15781.47,1447.71
2021-01-27 13:31:01.197892,1315.69,450.06,270.12,4863.35,50.04,719.33,385.97,15781.47,1447.71
2021-01-27 13:31:12.863847,1315.72,450.06,270.12,4863.34,50.04,719.33,385.97,15781.47,1447.71
2021-01-27 13:31:23.759873,1315.72,450.05,270.12,4863.32,50.04,719.33,385.97,15781.47,1447.71
2021-01-27 13:31:34.748370,1315.69,450.06,270.12,4863.32,50.04,719.33,385.97,15781.47,1447.71
2021-01-27 13:31:45.760071,1315.72,450.05,270.12,4863.32,50.04,719.33,385.97,15781.47,1447.71
2021-01-27 13:31:56.706072,1315.72,450.05,270.12,4863.32,50.04,719.33,385.97,15781.47,1447.71
2021-01-27 13:32:07.668385,1315.69,450.04,270.12,4863.32,50.04,719.33,385.97,15781.47,1447.71
2021-01-27 13:32:18.908733,1315.72,450.05,270.12,4863.32,50.04,719.33,385.97,15781.47,1447.71
2021-01-27 13:32:29.716780,1315.69,450.04,270.12,4863.32,50.04,719.33,385.97,15781.46,1447.61
2021-01-27 13:32:40.686854,1315.72,450.05,270.12,4863.32,50.04,719.33,385.96,15781.46,1447.61
2021-01-27 13:32:51.754690,1315.61,450.04,270.08,4863.32,50.03,719.33,385.95,15781.46,1447.61
2021-01-27 13:33:02.680594,1315.61,450.04,270.08,4863.32,50.03,719.33,385.95,15781.46,1447.61
2021-01-27 13:33:13.695134,1315.61,450.04,270.08,4863.32,50.03,719.33,385.95,15781.46,1447.61
2021-01-27 13:33:24.572171,1315.61,450.04,270.1,4863.03,50.04,719.33,385.96,15781.46,1447.61
2021-01-27 13:33:35.547806,1315.61,450.04,270.08,4863.03,50.03,719.33,385.95,15781.46,1447.61
2021-01-27 13:33:46.511300,1315.61,450.04,270.08,4863.03,50.03,719.33,385.96,15780.4,1447.61
2021-01-27 13:33:57.373066,1315.61,450.04,270.08,4863.03,50.03,719.33,385.96,15780.4,1447.61
2021-01-27 13:34:08.312726,1315.61,450.04,270.08,4863.03,50.03,719.33,385.96,15780.4,1447.61
2021-01-27 13:34:19.298658,1315.61,450.04,270.08,4863.03,50.03,719.33,385.96,15780.07,1447.61
2021-01-27 13:34:30.418129,1315.61,450.04,270.08,4863.03,50.03,719.33,385.95,15780.07,1447.42
2021-01-27 13:34:41.178463,1315.52,450.04,270.08,4863.03,50.03,719.33,385.95,15780.07,1447.42
2021-01-27 13:34:52.122538,1315.52,450.04,270.08,4863.03,50.03,719.33,385.95,15780.07,1447.42
2021-01-27 13:35:03.105217,1315.52,450.04,270.08,4863.03,50.03,719.33,385.95,15780.07,1447.42
2021-01-27 13:35:14.090301,1315.52,450.04,270.08,4863.03,50.03,719.33,385.95,15780.07,1447.42
2021-01-27 13:35:25.090511,1315.52,450.04,270.08,4862.94,50.03,719.33,385.95,15780.07,1447.42
2021-01-27 13:35:36.007045,1315.52,450.02,270.08,4862.94,50.03,719.33,385.95,15780.07,1447.42
2021-01-27 13:35:47.245207,1315.52,450.02,270.08,4862.94,50.03,719.35,385.95,15780.07,1447.37
2021-01-27 13:35:58.192152,1315.52,450.01,270.08,4862.94,50.03,719.35,385.95,15780.07,1447.37
2021-01-27 13:36:09.389196,1315.52,450.01,270.08,4862.94,50.03,719.35,385.95,15779.98,1447.37
2021-01-27 13:36:20.938239,1315.52,450.01,270.08,4862.94,50.03,719.35,385.95,15779.98,1447.37
2021-01-27 13:36:32.141111,1315.42,450.01,270.08,4862.94,50.03,719.35,385.95,15779.98,1447.37
2021-01-27 13:36:43.007969,1315.42,450.01,270.07,4862.94,50.0,719.35,385.95,15779.98,1447.37
2021-01-27 13:36:54.007360,1315.42,450.01,270.07,4862.94,50.0,719.35,385.95,15779.98,1447.37
2021-01-27 13:37:04.866159,1315.42,450.01,270.07,4862.94,50.0,719.35,385.95,15779.98,1447.37
2021-01-27 13:37:15.852499,1315.42,450.01,270.07,4862.86,50.0,719.35,385.95,15779.98,1447.37
2021-01-27 13:37:27.183794,1315.42,450.01,270.07,4862.88,50.0,719.35,385.95,15779.98,1447.31
2021-01-27 13:37:38.488199,1315.42,450.0,270.07,4862.86,50.0,719.35,385.95,15779.98,1447.31
2021-01-27 13:37:49.443718,1315.42,450.01,270.07,4862.86,50.0,719.3,385.95,15779.76,1447.2
2021-01-27 13:38:00.438315,1315.42,450.01,270.07,4862.86,50.0,719.3,385.95,15779.76,1447.22
2021-01-27 13:38:11.355155,1315.42,450.0,270.07,4862.86,49.99,719.3,385.95,15779.76,1447.2
2021-01-27 13:38:22.357184,1315.34,450.01,270.07,4862.86,50.0,719.3,385.95,15779.76,1447.2
2021-01-27 13:38:33.681334,1315.34,450.0,270.07,4862.86,49.99,719.3,385.95,15779.76,1447.2
2021-01-27 13:38:44.913192,1315.1,450.0,270.07,4862.86,49.99,719.3,385.95,15779.76,1447.2
2021-01-27 13:38:55.761461,1315.34,450.0,270.07,4862.8,49.99,719.3,385.94,15779.76,1447.2
2021-01-27 13:39:06.933036,1315.1,450.0,270.07,4862.8,49.99,719.3,385.94,15779.76,1447.2
2021-01-27 13:39:17.867951,1315.1,450.0,270.07,4862.8,49.99,719.3,385.94,15779.76,1447.2
2021-01-27 13:39:28.692864,1315.34,450.0,270.07,4862.8,49.99,719.29,385.94,15779.76,1447.2
2021-01-27 13:39:40.026072,1315.34,450.0,270.07,4862.8,49.99,719.29,385.94,15779.76,1447.2
2021-01-27 13:39:51.091670,1315.34,450.0,270.07,4862.8,49.99,719.29,385.94,15779.76,1447.08
2021-01-27 13:40:01.926541,1315.34,450.0,270.07,4862.8,49.99,719.29,385.94,15779.76,1447.08
2021-01-27 13:40:13.161351,1314.98,450.0,270.07,4862.8,49.99,719.29,385.94,15779.76,1447.08
2021-01-27 13:40:24.209821,1314.98,450.0,270.06,4862.8,49.99,719.29,385.94,15779.76,1447.08
2021-01-27 13:40:35.408218,1314.98,450.0,270.06,4862.76,49.99,719.29,385.94,15779.76,1447.08
2021-01-27 13:40:46.356877,1314.98,450.0,270.06,4862.76,49.99,719.29,385.94,15779.76,1447.08
2021-01-27 13:40:57.394691,1314.98,450.0,270.06,4862.76,49.99,719.29,385.94,15779.76,1447.08
2021-01-27 13:41:08.331790,1314.98,450.0,270.06,4862.74,49.99,719.29,385.94,15779.52,1447.08
2021-01-27 13:41:19.868910,1314.98,450.0,270.06,4862.76,49.99,719.29,385.94,15779.76,1447.08
2021-01-27 13:41:30.816544,1314.98,449.99,270.06,4862.76,49.99,719.29,385.94,15779.52,1447.08
2021-01-27 13:41:42.079192,1314.98,449.99,270.06,4862.76,49.99,719.29,385.94,15779.76,1446.99
2021-01-27 13:41:53.398623,1314.98,449.99,270.06,4862.74,49.99,719.29,385.94,15779.52,1446.99
2021-01-27 13:42:04.356065,1314.98,449.99,270.06,4862.74,49.99,719.29,385.94,15779.52,1446.99
2021-01-27 13:42:15.271922,1314.98,449.99,270.06,4862.76,49.99,719.29,385.94,15779.52,1447.01
2021-01-27 13:42:26.071784,1314.82,449.99,270.06,4862.76,49.99,719.29,385.94,15779.52,1447.01
2021-01-27 13:42:37.327188,1314.81,449.99,270.06,4862.76,49.99,719.29,385.94,15779.5,1447.01
2021-01-27 13:42:48.609560,1314.82,449.99,270.06,4862.74,49.99,719.29,385.93,15779.52,1447.01
2021-01-27 13:42:59.652871,1314.82,449.99,270.06,4862.74,49.99,719.29,385.93,15779.5,1447.01
2021-01-27 13:43:10.557018,1314.81,449.99,270.06,4862.65,49.99,719.29,385.93,15779.5,1446.99
2021-01-27 13:43:21.423101,1314.82,449.99,270.06,4862.65,49.99,719.29,385.93,15779.5,1446.84
2021-01-27 13:43:32.524154,1314.81,449.99,270.06,4862.65,49.99,719.29,385.93,15779.5,1446.79
2021-01-27 13:43:43.785578,1314.81,449.99,270.06,4862.65,49.99,719.29,385.93,15779.5,1446.79
2021-01-27 13:43:54.745974,1314.81,449.99,270.06,4862.65,49.99,719.29,385.93,15779.5,1446.79
2021-01-27 13:44:05.850207,1314.75,449.99,270.06,4862.65,49.99,719.29,385.93,15779.5,1446.84
2021-01-27 13:44:16.801442,1314.75,449.99,270.06,4862.65,49.99,719.29,385.93,15779.5,1446.84
2021-01-27 13:44:28.117308,1314.75,449.99,270.06,4862.65,49.99,719.29,385.93,15779.5,1446.79
2021-01-27 13:44:39.770714,1314.75,449.99,270.06,4862.65,49.99,719.29,385.93,15779.33,1446.79
2021-01-27 13:44:50.680920,1314.75,449.99,270.06,4862.65,49.99,719.29,385.93,15779.33,1446.79
2021-01-27 13:45:01.835654,1314.75,449.99,270.06,4862.61,49.98,719.29,385.93,15779.33,1446.79
2021-01-27 13:45:13.041591,1314.75,449.99,270.06,4862.61,49.98,719.29,385.93,15779.33,1446.79
2021-01-27 13:45:25.307073,1314.75,449.99,270.06,4862.61,49.98,719.29,385.93,15779.33,1446.61
2021-01-27 13:45:36.916518,1314.74,449.99,270.06,4862.61,49.98,719.29,385.93,15779.33,1446.61
2021-01-27 13:45:47.854106,1314.74,449.99,270.06,4862.61,49.98,719.3,385.93,15779.33,1446.61
2021-01-27 13:45:59.033758,1314.63,449.99,270.06,4862.61,49.98,719.3,385.93,15779.33,1446.61
2021-01-27 13:46:10.228172,1314.63,449.99,270.06,4862.61,49.98,719.3,385.93,15779.33,1446.61
2021-01-27 13:46:21.123436,1314.63,449.99,270.06,4862.62,49.98,719.3,385.93,15779.1,1446.58
2021-01-27 13:46:32.113101,1314.63,449.99,270.06,4862.62,49.98,719.3,385.93,15779.1,1446.58
2021-01-27 13:46:43.748104,1314.63,449.99,270.06,4862.62,49.98,719.3,385.93,15779.1,1446.58
2021-01-27 13:46:54.886901,1314.63,449.99,270.06,4862.61,49.98,719.3,385.93,15779.1,1446.61
2021-01-27 13:47:06.055965,1314.63,449.98,270.06,4862.62,49.98,719.3,385.92,15779.1,1446.4
2021-01-27 13:47:17.196181,1314.63,449.98,270.06,4862.58,49.98,719.3,385.92,15779.1,1446.4
2021-01-27 13:47:28.387236,1314.63,449.98,270.06,4862.58,49.98,719.3,385.92,15778.46,1446.4
2021-01-27 13:47:39.792444,1314.53,449.98,270.06,4862.58,49.98,719.3,385.92,15778.46,1446.4
2021-01-27 13:47:50.871214,1314.53,449.98,270.05,4862.58,49.98,719.3,385.92,15778.46,1446.4
2021-01-27 13:48:01.775778,1314.53,449.98,270.05,4862.58,49.98,719.3,385.92,15778.46,1446.4
2021-01-27 13:48:13.017963,1314.56,449.98,270.05,4862.56,49.98,719.3,385.92,15778.22,1446.4
2021-01-27 13:48:24.863348,1314.53,449.98,270.05,4862.58,49.98,719.3,385.92,15778.46,1446.4
2021-01-27 13:48:36.677471,1314.53,449.98,270.05,4862.58,49.98,719.3,385.92,15778.46,1446.4
2021-01-27 13:48:47.793363,1314.53,449.98,270.05,4862.58,49.98,719.3,385.92,15778.22,1446.31
2021-01-27 13:48:59.453700,1314.56,449.98,270.05,4862.55,49.98,719.3,385.92,15778.22,1446.31
2021-01-27 13:49:10.597743,1314.53,449.98,270.05,4862.55,49.98,719.3,385.92,15778.22,1446.31
2021-01-27 13:49:21.524987,1314.53,449.98,270.05,4862.55,49.98,719.3,385.92,15778.22,1446.31
2021-01-27 13:49:33.248766,1314.43,449.98,270.05,4862.55,49.98,719.3,385.92,15778.22,1446.31
2021-01-27 13:49:44.379754,1314.43,449.98,270.05,4862.55,49.98,719.3,385.92,15778.22,1446.31
2021-01-27 13:49:55.688822,1314.46,449.98,270.05,4862.55,49.98,719.3,385.92,15778.22,1446.31
2021-01-27 13:50:06.729009,1314.43,449.98,270.05,4862.55,49.98,719.3,385.92,15778.22,1446.31
2021-01-27 13:50:18.610405,1314.43,449.98,270.05,4862.55,49.98,719.3,385.92,15778.22,1446.31
2021-01-27 13:50:29.737459,1314.43,449.98,270.05,4862.55,49.98,719.3,385.92,15778.22,1446.31
2021-01-27 13:50:40.768677,1314.41,449.97,270.05,4862.55,49.98,719.3,385.92,15777.61,1446.31
2021-01-27 13:50:52.573143,1314.43,449.97,270.05,4862.53,49.98,719.3,385.92,15777.61,1446.2
2021-01-27 13:51:04.262669,1314.43,449.97,270.05,4862.53,49.98,719.3,385.92,15777.61,1446.2
2021-01-27 13:51:16.255215,1314.41,449.97,270.05,4862.53,49.98,719.3,385.92,15777.61,1446.2
2021-01-27 13:51:27.530499,1314.41,449.97,270.05,4862.53,49.98,719.3,385.92,15777.61,1446.2
2021-01-27 13:51:38.699112,1314.41,449.97,270.05,4862.53,49.98,719.3,385.92,15777.61,1446.2
2021-01-27 13:51:50.480272,1314.41,449.97,270.05,4862.51,49.98,719.3,385.92,15777.61,1446.2
2021-01-27 13:52:01.363863,1314.41,449.97,270.05,4862.53,49.98,719.3,385.92,15777.61,1446.2
2021-01-27 13:52:13.693692,1314.41,449.97,270.05,4862.51,49.98,719.3,385.92,15777.61,1446.2
2021-01-27 13:52:24.777474,1314.34,449.97,270.05,4862.51,49.98,719.3,385.92,15777.61,1446.2
2021-01-27 13:52:35.901824,1314.34,449.97,270.05,4862.49,49.98,719.3,385.92,15777.24,1446.2
2021-01-27 13:52:47.904549,1314.34,449.97,270.05,4862.48,49.98,719.3,385.91,15777.24,1446.2
2021-01-27 13:52:59.570554,1314.34,449.97,270.04,4862.49,49.98,719.3,385.91,15777.24,1446.2
2021-01-27 13:53:10.756999,1314.34,449.97,270.05,4862.48,49.98,719.3,385.91,15777.24,1446.09
2021-01-27 13:53:22.252859,1314.34,449.97,270.04,4862.49,49.98,719.3,385.91,15777.24,1446.09
2021-01-27 13:53:33.445629,1314.34,449.97,270.04,4862.49,49.98,719.3,385.91,15777.24,1446.09
2021-01-27 13:53:44.507053,1314.34,449.97,270.04,4862.48,49.98,719.3,385.91,15777.24,1446.09
2021-01-27 13:53:55.459506,1314.34,449.97,270.04,4862.48,49.98,719.3,385.91,15777.24,1446.09
2021-01-27 13:54:06.656183,1314.34,449.97,270.04,4862.48,49.98,719.3,385.91,15777.24,1446.09
2021-01-27 13:54:18.160569,1314.31,449.97,270.04,4862.48,49.98,719.3,385.91,15776.5,1446.09
2021-01-27 13:54:29.789324,1314.31,449.97,270.04,4862.48,49.98,719.3,385.91,15776.5,1446.09
2021-01-27 13:54:41.579177,1314.31,449.97,270.04,4862.47,49.98,719.3,385.91,15776.5,1446.09
2021-01-27 13:54:53.288572,1314.31,449.96,270.04,4862.47,49.98,719.32,385.91,15776.5,1446.02
2021-01-27 13:55:04.632469,1314.22,449.96,270.04,4862.47,49.98,719.32,385.91,15776.5,1446.02
2021-01-27 13:55:15.687062,1314.22,449.96,270.04,4862.47,49.98,719.32,385.91,15776.5,1446.02
2021-01-27 13:55:26.840982,1314.22,449.96,270.04,4862.47,49.98,719.32,385.91,15776.5,1446.02
2021-01-27 13:55:38.305067,1314.22,449.96,270.04,4862.47,49.98,719.32,385.91,15776.5,1446.02
2021-01-27 13:55:49.280939,1314.22,449.96,270.04,4862.47,49.98,719.32,385.91,15776.5,1446.02
2021-01-27 13:56:00.703714,1314.22,449.96,270.04,4862.47,49.98,719.32,385.91,15776.5,1446.02
2021-01-27 13:56:11.755862,1314.22,449.96,270.04,4862.47,49.98,719.32,385.91,15776.28,1446.02
2021-01-27 13:56:25.278034,1314.22,449.96,270.04,4862.47,49.98,719.32,385.91,15776.28,1446.02
2021-01-27 13:56:36.979311,1314.22,449.96,270.04,4862.46,49.98,719.32,385.91,15776.28,1445.97
2021-01-27 13:56:48.220937,1314.16,449.96,270.04,4862.46,49.98,719.33,385.91,15776.28,1445.97
2021-01-27 13:56:59.246729,1314.16,449.96,270.04,4862.46,49.98,719.33,385.91,15776.28,1445.97
2021-01-27 13:57:10.698102,1314.16,449.96,270.04,4862.46,49.98,719.33,385.91,15776.28,1445.97
2021-01-27 13:57:21.853233,1314.16,449.96,270.04,4862.46,49.98,719.33,385.91,15776.28,1445.97
2021-01-27 13:57:33.151857,1314.16,449.96,270.04,4862.46,49.98,719.33,385.91,15776.28,1445.97
2021-01-27 13:57:45.056109,1314.16,449.96,270.04,4862.46,49.98,719.33,385.91,15776.28,1445.97
2021-01-27 13:57:56.891037,1314.16,449.96,270.04,4862.46,49.98,719.33,385.91,15776.28,1445.97
2021-01-27 13:58:09.534097,1314.16,449.96,270.04,4862.46,49.98,719.33,385.91,15776.28,1445.97
2021-01-27 13:58:20.911116,1314.16,449.96,270.04,4862.46,49.98,719.33,385.91,15776.28,1445.97
2021-01-27 13:58:33.386592,1314.16,449.96,270.04,4862.46,49.98,719.33,385.9,15776.28,1445.82
2021-01-27 13:58:44.557447,1314.04,449.96,270.04,4862.46,49.98,719.36,385.9,15775.19,1445.82
2021-01-27 13:58:56.247075,1314.04,449.96,270.04,4862.46,49.98,719.36,385.9,15775.19,1445.82
2021-01-27 13:59:07.354096,1314.04,449.96,270.04,4862.46,49.98,719.36,385.9,15775.19,1445.82
2021-01-27 13:59:18.348749,1314.04,449.96,270.04,4862.46,49.98,719.36,385.9,15776.22,1445.78
2021-01-27 13:59:29.243817,1314.04,449.96,270.04,4862.46,49.98,719.36,385.9,15775.19,1445.82
2021-01-27 13:59:40.268601,1314.04,449.96,270.04,4862.46,49.98,719.36,385.9,15775.19,1445.78
2021-01-27 13:59:52.648683,1314.04,449.96,270.04,4862.46,49.98,719.36,385.9,15775.19,1445.78
2021-01-27 14:00:03.620603,1314.04,449.96,270.04,4862.46,49.98,719.36,385.9,15776.22,1445.78
2021-01-27 14:00:15.142911,1314.04,449.96,270.04,4862.42,49.98,719.36,385.9,15776.22,1445.78
2021-01-27 14:00:26.322560,1313.99,449.96,270.04,4862.42,49.98,719.36,385.89,15776.22,1445.6
2021-01-27 14:00:38.878703,1314.04,449.96,270.04,4862.41,49.98,719.36,385.89,15774.09,1445.48
2021-01-27 14:00:50.576161,1313.99,449.96,270.03,4862.41,49.98,719.36,385.89,15774.09,1445.48
2021-01-27 14:01:02.099934,1313.99,449.96,270.03,4862.41,49.98,719.36,385.89,15774.09,1445.6
2021-01-27 14:01:13.231047,1313.99,449.96,270.03,4862.41,49.98,719.36,385.89,15774.09,1445.6
2021-01-27 14:01:24.450627,1313.99,449.96,270.03,4862.41,49.98,719.36,385.89,15774.09,1445.48
2021-01-27 14:01:36.475137,1313.99,449.96,270.03,4862.41,49.98,719.36,385.89,15774.09,1445.48
2021-01-27 14:01:47.463040,1313.99,449.95,270.03,4862.41,49.98,719.36,385.89,15774.09,1445.6
2021-01-27 14:01:59.827770,1313.99,449.95,270.03,4862.41,49.98,719.36,385.89,15774.09,1445.6
2021-01-27 14:02:10.878835,1313.99,449.95,270.03,4862.41,49.98,719.36,385.89,15774.09,1445.38
2021-01-27 14:02:22.234352,1313.99,449.95,270.03,4862.41,49.98,719.36,385.89,15774.09,1445.34
2021-01-27 14:02:33.406485,1313.95,449.95,270.03,4862.41,49.98,719.36,385.89,15774.09,1445.34
2021-01-27 14:02:44.941693,1313.95,449.95,270.03,4862.41,49.96,719.36,385.89,15774.09,1445.34
2021-01-27 14:02:56.751547,1313.95,449.95,270.03,4862.41,49.96,719.36,385.89,15774.09,1445.34
2021-01-27 14:03:07.850111,1313.95,449.95,270.03,4862.41,49.96,719.36,385.89,15774.09,1445.34
2021-01-27 14:03:18.865879,1313.95,449.95,270.03,4862.39,49.96,719.36,385.89,15771.77,1445.34
2021-01-27 14:03:30.104647,1313.95,449.95,270.03,4862.39,49.96,719.36,385.88,15771.77,1445.34
2021-01-27 14:03:41.100321,1313.96,449.95,270.03,4862.39,49.96,719.36,385.89,15771.77,1445.34
2021-01-27 14:03:52.083764,1313.96,449.95,270.03,4862.39,49.96,719.36,385.89,15771.77,1445.27
2021-01-27 14:04:03.227674,1313.95,449.95,270.03,4862.39,49.96,719.36,385.89,15771.77,1445.27
2021-01-27 14:04:14.492361,1313.93,449.95,270.03,4862.39,49.96,719.36,385.89,15771.77,1445.27
2021-01-27 14:04:25.574887,1313.93,449.95,270.01,4862.39,49.96,719.37,385.89,15771.77,1445.27
2021-01-27 14:04:36.619069,1313.93,449.95,270.01,4862.39,49.95,719.37,385.89,15771.77,1445.27
2021-01-27 14:04:47.546861,1313.93,449.95,270.01,4862.39,49.95,719.37,385.89,15771.77,1445.27
2021-01-27 14:04:59.123440,1313.93,449.95,270.01,4862.39,49.95,719.37,385.89,15771.77,1445.27
2021-01-27 14:05:10.192272,1313.93,449.95,270.01,4862.37,49.95,719.37,385.88,15771.77,1445.27
2021-01-27 14:05:21.017365,1313.93,449.94,270.01,4862.39,49.95,719.36,385.88,15771.77,1445.17
2021-01-27 14:05:31.999789,1313.93,449.94,270.01,4862.37,49.95,719.36,385.88,15770.71,1445.17
2021-01-27 14:05:43.159049,1313.93,449.94,270.01,4862.37,49.95,719.36,385.88,15770.71,1445.17
2021-01-27 14:05:54.092578,1313.93,449.94,270.01,4862.37,49.95,719.36,385.88,15770.71,1445.17
2021-01-27 14:06:05.816728,1313.89,449.94,270.01,4862.37,49.95,719.36,385.88,15770.71,1445.17
2021-01-27 14:06:16.786476,1313.89,449.94,269.98,4862.37,49.95,719.37,385.88,15767.28,1445.16
2021-01-27 14:06:27.711660,1313.89,449.94,269.98,4862.37,49.95,719.37,385.88,15767.28,1445.16
2021-01-27 14:06:39.041740,1313.89,449.94,269.98,4862.36,49.95,719.38,385.88,15767.28,1445.16
2021-01-27 14:06:50.334941,1313.89,449.94,269.98,4862.37,49.95,719.37,385.88,15767.16,1445.17
2021-01-27 14:07:01.591313,1313.89,449.94,269.98,4862.37,49.95,719.37,385.88,15767.16,1445.17
2021-01-27 14:07:12.576728,1313.89,449.94,269.98,4862.35,49.95,719.38,385.88,15767.28,1445.16
2021-01-27 14:07:23.552337,1313.89,449.94,269.98,4862.35,49.95,719.37,385.87,15767.28,1445.16
2021-01-27 14:07:34.713313,1313.89,449.94,269.98,4862.35,49.95,719.37,385.88,15767.16,1445.03
2021-01-27 14:07:46.358425,1313.87,449.92,269.98,4862.33,49.95,719.37,385.87,15766.08,1445.03
2021-01-27 14:07:57.626139,1313.82,449.92,269.98,4862.35,49.95,719.37,385.88,15767.16,1445.03
2021-01-27 14:08:08.897380,1313.82,449.92,269.98,4862.33,49.95,719.38,385.87,15766.08,1445.03
2021-01-27 14:08:20.301861,1313.82,449.92,269.97,4862.35,49.95,719.38,385.88,15767.16,1445.03
