     DATE        TIME   ,  Infosys,Wipro,TATA MOTORS,BAJAJ FINANCE,BANK OF INDIA,BIRLA,BOSCH,HDFC
2021-01-27 14:08:31.546462,1313.82,449.92,269.97,4862.35,49.95,719.38,385.88,15765.34,1445.03
2021-01-27 14:08:42.485370,1313.82,449.92,269.97,4862.31,49.95,719.38,385.88,15765.34,1445.03
2021-01-27 14:08:53.576289,1313.82,449.92,269.97,4862.31,49.95,719.38,385.88,15765.34,1445.03
2021-01-27 14:09:04.583772,1313.82,449.92,269.97,4862.31,49.95,719.38,385.88,15765.34,1445.03
2021-01-27 14:09:15.699623,1313.82,449.92,269.97,4862.31,49.95,719.38,385.88,15765.34,1444.96
2021-01-27 14:09:27.424245,1313.82,449.92,269.97,4862.31,49.95,719.38,385.87,15765.34,1444.96
2021-01-27 14:09:38.713028,1313.83,449.92,269.97,4862.29,49.95,719.4,385.87,15765.34,1444.96
2021-01-27 14:09:49.747477,1313.78,449.91,269.97,4862.29,49.95,719.4,385.87,15765.34,1444.96
2021-01-27 14:10:00.841011,1313.78,449.92,269.97,4862.31,49.95,719.4,385.87,15765.34,1444.96
2021-01-27 14:10:12.142135,1313.78,449.91,269.96,4862.31,49.95,719.4,385.87,15765.34,1444.96
2021-01-27 14:10:23.171582,1313.78,449.91,269.96,4862.29,49.95,719.4,385.87,15762.13,1444.96
2021-01-27 14:10:34.496124,1313.78,449.92,269.96,4862.29,49.95,719.4,385.87,15762.13,1444.96
2021-01-27 14:10:45.941119,1313.78,449.92,269.96,4862.29,49.95,719.4,385.87,15762.13,1444.96
2021-01-27 14:10:56.873556,1313.78,449.91,269.96,4862.29,49.95,719.4,385.87,15762.13,1444.96
2021-01-27 14:11:08.098125,1313.78,449.91,269.96,4862.29,49.95,719.4,385.87,15762.13,1444.85
2021-01-27 14:11:20.000300,1313.77,449.91,269.96,4862.29,49.95,719.4,385.87,15762.13,1444.85
2021-01-27 14:11:31.027558,1313.78,449.91,269.96,4862.29,49.95,719.41,385.87,15762.13,1444.87
2021-01-27 14:11:42.265908,1313.75,449.91,269.96,4862.29,49.95,719.41,385.86,15762.13,1444.87
2021-01-27 14:11:53.487881,1313.77,449.91,269.95,4862.29,49.95,719.41,385.87,15762.13,1444.85
2021-01-27 14:12:04.623749,1313.77,449.91,269.95,4862.29,49.95,719.41,385.87,15762.13,1444.85
2021-01-27 14:12:16.329476,1313.75,449.91,269.95,4862.23,49.95,719.41,385.86,15762.13,1444.87
2021-01-27 14:12:28.069968,1313.75,449.91,269.95,4862.23,49.95,719.41,385.87,15760.89,1444.85
2021-01-27 14:12:39.805225,1313.77,449.91,269.95,4862.23,49.95,719.41,385.87,15760.89,1444.85
2021-01-27 14:12:50.997985,1313.75,449.9,269.95,4862.23,49.95,719.41,385.86,15760.89,1444.66
2021-01-27 14:13:02.280970,1313.75,449.9,269.95,4862.23,49.95,719.41,385.86,15760.89,1444.66
2021-01-27 14:13:14.027528,1313.75,449.9,269.95,4862.23,49.95,719.41,385.86,15760.89,1444.66
2021-01-27 14:13:25.175112,1313.75,449.9,269.95,4862.23,49.95,719.42,385.86,15760.89,1444.66
2021-01-27 14:13:36.387092,1313.73,449.9,269.94,4862.23,49.95,719.42,385.83,15760.89,1444.66
2021-01-27 14:13:47.327651,1313.73,449.9,269.94,4862.23,49.95,719.42,385.83,15760.89,1444.66
2021-01-27 14:13:58.244996,1313.72,449.9,269.94,4862.23,49.95,719.42,385.83,15760.89,1444.66
2021-01-27 14:14:09.219396,1313.73,449.9,269.94,4862.08,49.95,719.42,385.83,15760.89,1444.66
2021-01-27 14:14:20.392767,1313.73,449.9,269.94,4862.08,49.95,719.42,385.83,15759.34,1444.66
2021-01-27 14:14:32.074308,1313.73,449.9,269.94,4862.08,49.95,719.42,385.83,15759.34,1444.66
2021-01-27 14:14:43.127211,1313.73,449.9,269.94,4862.08,49.95,719.42,385.83,15759.34,1444.66
2021-01-27 14:14:54.075777,1313.73,449.87,269.94,4862.08,49.95,719.42,385.83,15759.34,1444.53
2021-01-27 14:15:05.282945,1313.72,449.87,269.94,4862.08,49.95,719.42,385.83,15759.34,1444.53
2021-01-27 14:15:16.203814,1313.69,449.87,269.94,4862.08,49.95,719.42,385.83,15759.34,1444.53
2021-01-27 14:15:27.267264,1313.72,449.87,269.94,4862.08,49.95,719.42,385.83,15759.34,1444.53
2021-01-27 14:15:39.304570,1313.69,449.85,269.94,4862.08,49.95,719.42,385.83,15759.34,1444.55
2021-01-27 14:15:50.823451,1313.69,449.87,269.94,4862.09,49.95,719.42,385.83,15759.34,1444.53
2021-01-27 14:16:02.070297,1313.69,449.85,269.94,4862.04,49.95,719.42,385.83,15759.06,1444.55
2021-01-27 14:16:14.291706,1313.67,449.87,269.94,4862.04,49.95,719.42,385.83,15759.06,1444.53
2021-01-27 14:16:25.548530,1313.69,449.85,269.94,4862.04,49.95,719.42,385.83,15759.06,1444.55
2021-01-27 14:16:37.413613,1313.67,449.85,269.94,4862.04,49.95,719.42,385.83,15759.06,1444.39
2021-01-27 14:16:48.914234,1313.69,449.85,269.94,4862.04,49.95,719.42,385.83,15759.06,1444.39
2021-01-27 14:17:00.728902,1313.67,449.82,269.94,4862.04,49.95,719.42,385.83,15759.06,1444.39
2021-01-27 14:17:12.051398,1313.58,449.82,269.94,4862.04,49.94,719.43,385.83,15759.06,1444.39
2021-01-27 14:17:22.935299,1313.62,449.83,269.93,4862.04,49.94,719.43,385.81,15759.06,1444.39
2021-01-27 14:17:33.715187,1313.62,449.82,269.93,4862.04,49.94,719.43,385.81,15759.06,1444.39
2021-01-27 14:17:44.675269,1313.62,449.83,269.93,4861.92,49.94,719.43,385.81,15759.06,1444.39
2021-01-27 14:17:55.732779,1313.62,449.83,269.93,4861.92,49.94,719.43,385.81,15759.06,1444.39
2021-01-27 14:18:07.028196,1313.62,449.83,269.93,4861.92,49.94,719.43,385.81,15758.46,1444.39
2021-01-27 14:18:18.508922,1313.62,449.83,269.93,4861.92,49.94,719.43,385.81,15758.46,1444.14
2021-01-27 14:18:30.019702,1313.58,449.82,269.92,4861.92,49.94,719.43,385.81,15758.05,1444.14
2021-01-27 14:18:41.523605,1313.58,449.83,269.93,4861.92,49.94,719.43,385.81,15758.46,1444.14
2021-01-27 14:18:52.606032,1313.58,449.78,269.93,4861.92,49.94,719.43,385.81,15758.46,1444.14
2021-01-27 14:19:04.446931,1313.58,449.78,269.93,4861.92,49.94,719.43,385.8,15758.46,1444.14
2021-01-27 14:19:16.055598,1313.49,449.78,269.92,4861.92,49.94,719.43,385.8,15758.46,1444.14
2021-01-27 14:19:27.188773,1313.49,449.78,269.92,4861.81,49.94,719.43,385.8,15758.46,1444.14
2021-01-27 14:19:38.485367,1313.49,449.78,269.92,4861.81,49.94,719.43,385.8,15758.46,1444.14
2021-01-27 14:19:49.556863,1313.49,449.78,269.92,4861.77,49.94,719.43,385.8,15758.46,1444.14
2021-01-27 14:20:00.456498,1313.49,449.78,269.92,4861.77,49.94,719.44,385.79,15757.63,1444.14
2021-01-27 14:20:11.776648,1313.49,449.78,269.92,4861.77,49.94,719.43,385.8,15757.63,1444.14
2021-01-27 14:20:22.931912,1313.49,449.78,269.92,4861.77,49.94,719.43,385.8,15757.63,1444.14
2021-01-27 14:20:34.382222,1313.49,449.78,269.92,4861.77,49.94,719.44,385.8,15757.63,1444.04
2021-01-27 14:20:45.662222,1313.41,449.74,269.92,4861.77,49.94,719.44,385.79,15757.63,1444.04
2021-01-27 14:20:56.808347,1313.41,449.74,269.92,4861.77,49.93,719.44,385.78,15757.63,1444.04
2021-01-27 14:21:08.069453,1313.31,449.77,269.92,4861.77,49.94,719.44,385.79,15757.63,1444.04
2021-01-27 14:21:19.056974,1313.31,449.74,269.91,4861.77,49.93,719.44,385.78,15757.63,1444.04
2021-01-27 14:21:30.100710,1313.31,449.74,269.91,4861.77,49.93,719.44,385.78,15757.63,1444.04
2021-01-27 14:21:41.609753,1313.31,449.74,269.91,4861.75,49.93,719.44,385.78,15757.63,1444.04
2021-01-27 14:21:52.641638,1313.31,449.74,269.91,4861.7,49.93,719.44,385.78,15757.09,1444.01
2021-01-27 14:22:03.784780,1313.31,449.74,269.91,4861.66,49.93,719.43,385.78,15757.09,1444.04
2021-01-27 14:22:15.168344,1313.31,449.74,269.91,4861.66,49.93,719.43,385.78,15757.09,1444.04
2021-01-27 14:22:27.133347,1313.31,449.74,269.91,4861.66,49.93,719.43,385.78,15757.09,1443.81
2021-01-27 14:22:38.096571,1313.31,449.72,269.91,4861.66,49.93,719.43,385.78,15757.09,1443.81
2021-01-27 14:22:49.228040,1313.17,449.72,269.91,4861.66,49.92,719.43,385.78,15757.09,1443.81
2021-01-27 14:23:00.147752,1313.17,449.72,269.91,4861.66,49.92,719.43,385.77,15757.09,1443.81
2021-01-27 14:23:11.915184,1313.17,449.72,269.91,4861.66,49.92,719.43,385.77,15757.09,1443.81
2021-01-27 14:23:23.091901,1313.17,449.72,269.91,4861.66,49.92,719.43,385.77,15757.09,1443.81
2021-01-27 14:23:34.133830,1313.17,449.72,269.91,4861.66,49.92,719.43,385.77,15757.09,1443.81
2021-01-27 14:23:45.826916,1313.17,449.72,269.9,4861.57,49.92,719.42,385.77,15757.09,1443.81
2021-01-27 14:23:57.094209,1313.17,449.72,269.9,4861.57,49.92,719.42,385.77,15756.67,1443.81
2021-01-27 14:24:08.400225,1313.17,449.72,269.9,4861.57,49.92,719.42,385.77,15756.67,1443.72
2021-01-27 14:24:19.634407,1313.17,449.72,269.9,4861.57,49.92,719.42,385.77,15756.67,1443.72
2021-01-27 14:24:30.691562,1313.17,449.72,269.9,4861.57,49.92,719.42,385.77,15756.67,1443.72
2021-01-27 14:24:41.866848,1313.17,449.72,269.9,4861.57,49.92,719.42,385.77,15756.67,1443.72
2021-01-27 14:24:52.910938,1313.06,449.71,269.9,4861.57,49.92,719.42,385.77,15756.67,1443.72
2021-01-27 14:25:04.607248,1313.06,449.71,269.9,4861.57,49.92,719.42,385.75,15756.67,1443.72
2021-01-27 14:25:15.532364,1313.06,449.71,269.9,4861.57,49.92,719.42,385.75,15756.67,1443.72
2021-01-27 14:25:26.484681,1313.06,449.71,269.9,4861.57,49.92,719.42,385.75,15756.67,1443.72
2021-01-27 14:25:37.418999,1313.06,449.71,269.9,4861.57,49.92,719.42,385.75,15756.67,1443.69
2021-01-27 14:25:48.464556,1313.06,449.72,269.9,4861.53,49.92,719.41,385.75,15756.04,1443.69
2021-01-27 14:25:59.406383,1313.06,449.71,269.9,4861.53,49.92,719.41,385.75,15756.04,1443.69
2021-01-27 14:26:10.613687,1313.06,449.72,269.9,4861.53,49.92,719.41,385.75,15756.04,1443.61
2021-01-27 14:26:22.038893,1313.06,449.72,269.9,4861.53,49.92,719.41,385.75,15756.04,1443.63
2021-01-27 14:26:33.125878,1313.0,449.7,269.9,4861.53,49.92,719.41,385.75,15756.04,1443.63
2021-01-27 14:26:44.045049,1313.0,449.7,269.9,4861.53,49.92,719.41,385.75,15756.04,1443.63
2021-01-27 14:26:55.213374,1313.0,449.7,269.9,4861.53,49.92,719.41,385.75,15756.04,1443.63
2021-01-27 14:27:06.147578,1313.0,449.7,269.9,4861.53,49.92,719.41,385.75,15756.04,1443.63
2021-01-27 14:27:16.904440,1312.0,449.58,269.86,4860.06,49.88,719.34,385.61,15749.72,1442.62
2021-01-27 14:42:38.923204,1312.0,449.58,269.86,4860.06,49.88,719.32,385.61,15749.72,1442.62
2021-01-27 14:42:57.120380,1312.0,449.57,269.86,4860.06,49.88,719.32,385.61,15749.72,1442.62
2021-01-27 14:43:28.566725,1311.89,449.57,269.86,4859.96,49.88,719.32,385.58,15749.72,1442.62
2021-01-27 14:43:39.962581,1311.89,449.57,269.86,4859.96,49.88,719.32,385.58,15749.72,1442.62
2021-01-27 14:43:54.700255,1311.89,449.57,269.86,4859.96,49.88,719.32,385.58,15749.31,1442.62
2021-01-27 14:44:22.673748,1311.89,449.57,269.86,4859.96,49.88,719.3,385.58,15748.62,1442.45
2021-01-27 14:44:38.366097,1311.93,449.57,269.86,4859.83,49.88,719.3,385.58,15748.62,1442.45
2021-01-27 14:44:55.548019,1311.71,449.57,269.85,4859.96,49.88,719.3,385.58,15748.62,1442.45
2021-01-27 14:45:11.678627,1311.71,449.55,269.85,4859.96,49.88,719.3,385.56,15748.62,1442.45
2021-01-27 14:45:30.997492,1311.67,449.55,269.85,4859.83,49.88,719.3,385.56,15748.62,1442.45
2021-01-27 14:45:52.653865,1311.71,449.55,269.85,4859.96,49.88,719.29,385.56,15748.45,1442.45
2021-01-27 14:46:13.476778,1311.67,449.55,269.85,4859.78,49.88,719.3,385.56,15748.45,1442.38
2021-01-27 14:46:40.828993,1311.67,449.55,269.85,4859.78,49.88,719.3,385.56,15748.45,1442.38
2021-01-27 14:47:06.050243,1311.64,449.54,269.85,4859.71,49.88,719.29,385.55,15748.11,1442.38
2021-01-27 14:47:27.732243,1311.64,449.54,269.85,4859.78,49.88,719.28,385.55,15748.11,1442.23
2021-01-27 14:48:01.212262,1311.64,449.54,269.85,4859.67,49.88,719.28,385.55,15748.11,1442.23
2021-01-27 14:48:12.481756,1311.64,449.54,269.85,4859.67,49.88,719.28,385.55,15748.11,1442.23
2021-01-27 14:48:23.397143,1311.5,449.54,269.85,4859.67,49.86,719.27,385.55,15748.07,1442.23
2021-01-27 14:48:35.088084,1311.59,449.54,269.85,4859.67,49.86,719.28,385.54,15748.11,1442.23
2021-01-27 14:48:46.060597,1311.59,449.54,269.84,4859.67,49.85,719.27,385.53,15748.07,1442.23
2021-01-27 14:48:57.335804,1311.59,449.54,269.84,4859.67,49.86,719.27,385.54,15748.11,1442.23
2021-01-27 14:49:08.203246,1311.59,449.52,269.84,4859.67,49.86,719.27,385.54,15748.11,1442.23
2021-01-27 14:49:19.140654,1311.5,449.52,269.84,4859.67,49.86,719.27,385.54,15748.07,1442.23
2021-01-27 14:49:30.183931,1311.4,449.52,269.84,4859.67,49.86,719.27,385.54,15747.21,1442.23
2021-01-27 14:49:45.186170,1311.35,449.52,269.84,4859.67,49.86,719.27,385.54,15747.21,1442.04
2021-01-27 14:49:56.688664,1311.35,449.52,269.84,4859.67,49.86,719.27,385.54,15747.21,1442.04
2021-01-27 14:50:07.762265,1311.35,449.52,269.84,4859.46,49.86,719.27,385.54,15747.21,1442.04
2021-01-27 14:50:19.822973,1311.35,449.52,269.84,4859.46,49.85,719.27,385.53,15747.21,1442.04
2021-01-27 14:50:31.137196,1311.35,449.52,269.84,4859.46,49.85,719.26,385.53,15747.21,1442.04
2021-01-27 14:50:42.788182,1311.35,449.52,269.84,4859.46,49.85,719.26,385.5,15747.21,1442.04
2021-01-27 14:50:54.145131,1311.4,449.52,269.83,4859.46,49.85,719.26,385.5,15747.21,1442.04
2021-01-27 14:51:05.354290,1311.4,449.5,269.83,4859.46,49.85,719.26,385.5,15747.21,1442.04
2021-01-27 14:51:16.349072,1311.18,449.5,269.83,4859.46,49.85,719.25,385.5,15747.21,1442.04
2021-01-27 14:51:27.472650,1311.18,449.5,269.83,4859.46,49.85,719.26,385.5,15747.21,1442.04
2021-01-27 14:51:38.863545,1311.18,449.5,269.83,4859.42,49.85,719.26,385.5,15746.63,1441.98
2021-01-27 14:51:50.293480,1311.18,449.5,269.83,4859.42,49.85,719.26,385.5,15746.63,1441.98
2021-01-27 14:52:01.523661,1311.18,449.5,269.83,4859.42,49.85,719.26,385.5,15746.63,1441.98
2021-01-27 14:52:12.763026,1311.18,449.5,269.83,4859.42,49.84,719.26,385.5,15746.63,1441.98
2021-01-27 14:52:23.721665,1311.18,449.5,269.84,4859.42,49.84,719.26,385.5,15746.63,1441.98
2021-01-27 14:52:35.316411,1311.18,449.5,269.84,4859.42,49.84,719.25,385.5,15746.63,1441.98
2021-01-27 14:52:46.384984,1311.18,449.49,269.84,4859.42,49.84,719.25,385.47,15746.63,1441.98
2021-01-27 14:52:57.945830,1311.18,449.49,269.84,4859.42,49.84,719.25,385.47,15746.63,1441.98
2021-01-27 14:53:09.291868,1311.18,449.49,269.84,4859.42,49.84,719.25,385.47,15746.63,1441.98
2021-01-27 14:53:20.781281,1311.13,449.49,269.84,4859.42,49.84,719.25,385.47,15746.1,1441.98
2021-01-27 14:53:32.062560,1311.13,449.49,269.84,4859.42,49.84,719.25,385.46,15746.1,1441.85
2021-01-27 14:53:43.579999,1311.03,449.49,269.84,4859.39,49.84,719.25,385.47,15746.1,1441.85
2021-01-27 14:53:54.642227,1311.03,449.49,269.84,4859.32,49.84,719.25,385.46,15746.1,1441.85
2021-01-27 14:54:05.706900,1311.13,449.49,269.84,4859.32,49.84,719.25,385.47,15746.1,1441.85
2021-01-27 14:54:17.157440,1311.13,449.49,269.84,4859.32,49.84,719.25,385.47,15746.1,1441.85
2021-01-27 14:54:28.950116,1311.13,449.49,269.84,4859.32,49.84,719.25,385.46,15746.1,1441.85
2021-01-27 14:54:40.305352,1311.13,449.49,269.84,4859.32,49.84,719.25,385.46,15746.1,1441.85
2021-01-27 14:54:52.040208,1311.13,449.48,269.84,4859.32,49.84,719.25,385.46,15746.1,1441.85
2021-01-27 14:55:03.043007,1310.93,449.48,269.84,4859.31,49.84,719.25,385.46,15746.1,1441.85
2021-01-27 14:55:14.333919,1310.93,449.48,269.84,4859.31,49.84,719.25,385.43,15746.1,1441.85
2021-01-27 14:55:25.702032,1310.93,449.48,269.84,4859.31,49.84,719.25,385.43,15746.1,1441.77
2021-01-27 14:55:36.985516,1310.93,449.48,269.84,4859.31,49.84,719.25,385.43,15746.1,1441.79
2021-01-27 14:55:57.639240,1310.93,449.48,269.84,4859.31,49.84,719.25,385.43,15744.44,1441.77
2021-01-27 14:56:16.437993,1310.93,449.48,269.84,4859.31,49.84,719.25,385.43,15744.44,1441.77
2021-01-27 14:56:44.828832,1310.95,449.48,269.84,4859.31,49.84,719.25,385.43,15744.44,1441.79
2021-01-27 14:56:59.268579,1310.95,449.48,269.84,4859.31,49.83,719.25,385.39,15744.44,1441.69
2021-01-27 14:57:12.858040,1310.8,449.48,269.84,4859.31,49.83,719.25,385.39,15744.08,1441.69
2021-01-27 14:57:27.703744,1310.8,449.48,269.84,4859.33,49.83,719.25,385.38,15744.44,1441.69
2021-01-27 14:57:41.586723,1310.8,449.48,269.84,4859.33,49.83,719.24,385.39,15744.08,1441.69
2021-01-27 14:57:58.484548,1310.8,449.48,269.84,4859.33,49.83,719.24,385.38,15744.08,1441.69
2021-01-27 14:58:14.651921,1310.8,449.48,269.84,4859.33,49.83,719.24,385.39,15744.08,1441.69
2021-01-27 14:58:31.500047,1310.8,449.48,269.84,4859.33,49.83,719.24,385.38,15744.08,1441.69
2021-01-27 14:58:43.839714,1310.69,449.48,269.84,4859.36,49.83,719.24,385.36,15744.08,1441.69
2021-01-27 14:58:57.002141,1310.69,449.48,269.84,4859.36,49.82,719.24,385.36,15744.08,1441.69
2021-01-27 14:59:12.237525,1310.69,449.48,269.84,4859.36,49.82,719.24,385.36,15744.08,1441.49
2021-01-27 14:59:29.237585,1310.69,449.48,269.84,4859.36,49.82,719.24,385.36,15743.86,1441.49
2021-01-27 14:59:44.671569,1310.69,449.48,269.84,4859.36,49.82,719.24,385.36,15743.86,1441.49
2021-01-27 15:00:03.795551,1310.69,449.48,269.84,4859.36,49.82,719.24,385.36,15743.86,1441.49
2021-01-27 15:00:18.075539,1310.69,449.47,269.84,4859.36,49.82,719.24,385.36,15743.64,1441.49
2021-01-27 15:00:43.338272,1310.65,449.47,269.84,4859.36,49.82,719.24,385.36,15743.64,1441.52
2021-01-27 15:00:59.803724,1310.64,449.47,269.84,4859.36,49.82,719.24,385.34,15743.64,1441.31
2021-01-27 15:01:16.812932,1310.64,449.47,269.84,4859.36,49.82,719.24,385.34,15743.64,1441.31
2021-01-27 15:01:30.780683,1310.65,449.47,269.84,4859.36,49.82,719.24,385.34,15743.64,1441.31
2021-01-27 15:01:45.609405,1310.64,449.47,269.84,4859.36,49.82,719.23,385.34,15743.64,1441.31
2021-01-27 15:02:01.192343,1310.64,449.46,269.83,4859.36,49.82,719.23,385.34,15743.64,1441.31
2021-01-27 15:02:16.262765,1310.64,449.46,269.83,4859.36,49.82,719.23,385.34,15742.11,1441.31
2021-01-27 15:02:35.689789,1310.49,449.46,269.83,4859.34,49.82,719.23,385.34,15742.11,1440.96
2021-01-27 15:03:05.127283,1310.49,449.46,269.83,4859.34,49.81,719.23,385.28,15742.35,1440.96
2021-01-27 15:03:29.091190,1310.49,449.46,269.83,4859.34,49.81,719.23,385.28,15742.11,1440.96
2021-01-27 15:03:44.955010,1310.55,449.46,269.83,4859.34,49.81,719.23,385.28,15742.11,1440.96
2021-01-27 15:03:58.259646,1310.55,449.46,269.83,4859.34,49.81,719.23,385.28,15742.35,1440.96
2021-01-27 15:04:11.540771,1310.49,449.46,269.83,4859.34,49.81,719.23,385.28,15742.35,1440.9
2021-01-27 15:04:23.638559,1310.33,449.46,269.83,4859.34,49.81,719.23,385.28,15740.01,1440.9
2021-01-27 15:04:43.231610,1310.41,449.46,269.83,4859.27,49.81,719.21,385.26,15740.01,1440.72
2021-01-27 15:04:58.064949,1310.41,449.46,269.83,4859.27,49.8,719.21,385.26,15740.01,1440.72
2021-01-27 15:05:18.247221,1310.41,449.46,269.83,4859.27,49.8,719.21,385.26,15740.01,1440.72
2021-01-27 15:05:34.487913,1310.41,449.44,269.83,4859.27,49.8,719.21,385.26,15740.01,1440.72
2021-01-27 15:05:48.979561,1310.41,449.44,269.82,4859.27,49.8,719.2,385.23,15740.01,1440.58
2021-01-27 15:06:03.867654,1310.33,449.44,269.82,4859.18,49.8,719.21,385.26,15740.01,1440.72
2021-01-27 15:06:19.171425,1310.23,449.44,269.82,4859.27,49.8,719.21,385.26,15738.21,1440.58
2021-01-27 15:06:41.205075,1310.26,449.44,269.82,4859.18,49.8,719.2,385.23,15738.21,1440.34
2021-01-27 15:06:57.562694,1310.23,449.44,269.82,4859.18,49.8,719.2,385.23,15738.21,1440.42
2021-01-27 15:07:10.724895,1310.23,449.44,269.82,4859.18,49.79,719.2,385.2,15738.21,1440.34
2021-01-27 15:07:31.311235,1310.26,449.45,269.81,4859.18,49.79,719.2,385.2,15738.21,1440.42
2021-01-27 15:07:52.344182,1310.23,449.44,269.81,4859.18,49.79,719.2,385.21,15738.21,1440.42
2021-01-27 15:08:06.924037,1310.18,449.43,269.81,4859.18,49.79,719.2,385.21,15738.21,1440.42
2021-01-27 15:08:26.347581,1310.18,449.43,269.81,4859.12,49.79,719.2,385.21,15735.14,1440.42
2021-01-27 15:08:39.258679,1310.18,449.43,269.81,4859.12,49.79,719.19,385.2,15735.14,1440.42
2021-01-27 15:08:51.908098,1310.18,449.43,269.81,4859.15,49.78,719.19,385.2,15735.14,1440.42
2021-01-27 15:09:05.758554,1310.18,449.43,269.81,4859.15,49.78,719.19,385.14,15735.14,1440.15
2021-01-27 15:09:22.090601,1310.18,449.43,269.81,4859.12,49.78,719.19,385.14,15735.14,1440.15
2021-01-27 15:09:35.440178,1310.18,449.43,269.81,4859.12,49.78,719.19,385.14,15735.14,1440.15
2021-01-27 15:09:47.572142,1310.18,449.43,269.81,4859.12,49.78,719.19,385.14,15735.14,1440.15
2021-01-27 15:10:09.924450,1310.06,449.43,269.81,4859.15,49.78,719.19,385.14,15735.14,1440.06
2021-01-27 15:10:26.577586,1310.06,449.43,269.81,4859.08,49.78,719.11,385.14,15735.14,1440.06
2021-01-27 15:10:40.873428,1310.06,449.43,269.81,4859.08,49.78,719.19,385.14,15735.14,1440.15
2021-01-27 15:10:55.814186,1310.06,449.43,269.81,4859.08,49.78,719.19,385.14,15734.68,1440.06
2021-01-27 15:11:16.047533,1310.06,449.43,269.8,4859.08,49.78,719.11,385.1,15734.68,1440.06
2021-01-27 15:11:30.368912,1310.06,449.41,269.8,4859.08,49.77,719.11,385.1,15734.68,1440.06
2021-01-27 15:11:43.459037,1310.06,449.41,269.8,4858.93,49.77,719.11,385.1,15734.68,1440.06
2021-01-27 15:11:55.355778,1310.1,449.41,269.8,4858.93,49.77,719.11,385.1,15734.68,1440.06
2021-01-27 15:12:10.256831,1309.99,449.42,269.8,4858.93,49.77,719.11,385.1,15733.11,1439.68
2021-01-27 15:12:29.725675,1309.99,449.42,269.8,4858.93,49.77,719.11,385.1,15733.88,1439.68
2021-01-27 15:12:41.651530,1309.99,449.41,269.8,4858.93,49.77,719.07,385.1,15733.11,1439.68
2021-01-27 15:12:55.283792,1309.99,449.42,269.8,4858.93,49.77,719.07,385.1,15733.11,1439.68
2021-01-27 15:13:07.838747,1309.99,449.41,269.79,4858.93,49.77,719.07,385.03,15733.11,1439.68
2021-01-27 15:13:20.758271,1309.99,449.41,269.79,4858.93,49.77,719.07,385.03,15733.11,1439.68
2021-01-27 15:13:36.446871,1309.99,449.41,269.79,4858.93,49.75,719.07,385.03,15733.11,1439.68
2021-01-27 15:13:51.593489,1309.99,449.41,269.79,4858.83,49.75,719.07,385.03,15733.11,1439.68
2021-01-27 15:14:04.914449,1309.99,449.41,269.79,4858.83,49.75,719.07,385.03,15733.11,1439.53
2021-01-27 15:14:18.055877,1309.99,449.41,269.79,4858.83,49.75,719.07,385.03,15730.44,1439.53
2021-01-27 15:14:32.104695,1309.85,449.41,269.79,4858.85,49.76,719.07,385.03,15730.44,1439.53
2021-01-27 15:14:43.985065,1309.85,449.41,269.77,4858.83,49.75,719.05,385.03,15730.44,1439.53
2021-01-27 15:14:55.359648,1309.85,449.41,269.77,4858.83,49.75,719.05,385.03,15730.44,1439.53
2021-01-27 15:15:10.825202,1309.85,449.41,269.77,4858.83,49.75,719.05,385.03,15730.44,1439.53
2021-01-27 15:15:24.953292,1309.85,449.4,269.77,4858.83,49.75,719.05,385.03,15730.44,1439.53
2021-01-27 15:15:39.088697,1309.74,449.4,269.77,4858.64,49.74,719.05,384.97,15730.44,1439.53
2021-01-27 15:15:53.559473,1309.74,449.4,269.77,4858.7,49.74,719.05,384.96,15729.01,1439.53
2021-01-27 15:16:05.396646,1309.74,449.4,269.77,4858.7,49.74,719.05,384.96,15729.01,1439.53
2021-01-27 15:16:17.586294,1309.74,449.4,269.77,4858.7,49.74,719.05,384.96,15729.01,1439.33
